1,1,200,1
1,2,100,2
1,3,100,2
1,4,100,2
1,5,150,2
1,6,100,2
2,2,0,1
2,3,0,2
2,4,0,2
2,5,50,2
2,6,0,2
3,3,0,1
3,4,0,2
3,5,50,2
3,6,0,2
4,4,0,1
4,5,50,2
4,6,0,2
5,5,100,1
5,6,50,2
6,6,0,1
